,directors,actors,writers,producers,year,genres,certificates,duration,Budget,Gross US,Gross Worldwide,titles,Profits,profit-per-length,profit-per-budget,len-genres,MAD
0,Adil El Arbi,"['Will Smith', 'Martin Lawrence', 'Vanessa Hudgens', 'Alexander Ludwig', 'Charles Melton', 'Paola Nuñez', 'Kate del Castillo', 'Nicky Jam', 'Joe Pantoliano', 'Jacob Scipio']","['Chris Bremner', 'Peter Craig', 'Joe Carnahan', 'George Gallo']",Doug Belgrad,2020,Action," R
",124.0,90000000.0,204417855.0,421226030.0,Bad Boys for Life,331226030.0,2671177.6612903224,3.680289222222222,2,1.1112343497773716
0,Adil El Arbi,"['Will Smith', 'Martin Lawrence', 'Vanessa Hudgens', 'Alexander Ludwig', 'Charles Melton', 'Paola Nuñez', 'Kate del Castillo', 'Nicky Jam', 'Joe Pantoliano', 'Jacob Scipio']","['Chris Bremner', 'Peter Craig', 'Joe Carnahan', 'George Gallo']",Jerry Bruckheimer,2020,Action," R
",124.0,90000000.0,204417855.0,421226030.0,Bad Boys for Life,331226030.0,2671177.6612903224,3.680289222222222,2,1.1112343497773716
0,Adil El Arbi,"['Will Smith', 'Martin Lawrence', 'Vanessa Hudgens', 'Alexander Ludwig', 'Charles Melton', 'Paola Nuñez', 'Kate del Castillo', 'Nicky Jam', 'Joe Pantoliano', 'Jacob Scipio']","['Chris Bremner', 'Peter Craig', 'Joe Carnahan', 'George Gallo']",Will Smith,2020,Action," R
",124.0,90000000.0,204417855.0,421226030.0,Bad Boys for Life,331226030.0,2671177.6612903224,3.680289222222222,2,1.1112343497773716
1,Jeff Fowler,"['Ben Schwartz', 'James Marsden', 'Jim Carrey', 'Tika Sumpter', 'Natasha Rothwell', 'Adam Pally', 'Lee Majdoub', 'Neal McDonough', 'Tom Butler', 'Frank C. Turner']","['Patrick Casey', 'Josh Miller']",Toby Ascher,2020,Action," PG
",99.0,85000000.0,146066470.0,306766470.0,Sonic the Hedgehog,221766470.0,2240065.3535353537,2.6090172941176473,2,0.6789659619400316
1,Jeff Fowler,"['Ben Schwartz', 'James Marsden', 'Jim Carrey', 'Tika Sumpter', 'Natasha Rothwell', 'Adam Pally', 'Lee Majdoub', 'Neal McDonough', 'Tom Butler', 'Frank C. Turner']","['Patrick Casey', 'Josh Miller']",Takeshi Ito,2020,Action," PG
",99.0,85000000.0,146066470.0,306766470.0,Sonic the Hedgehog,221766470.0,2240065.3535353537,2.6090172941176473,2,0.6789659619400316
1,Jeff Fowler,"['Ben Schwartz', 'James Marsden', 'Jim Carrey', 'Tika Sumpter', 'Natasha Rothwell', 'Adam Pally', 'Lee Majdoub', 'Neal McDonough', 'Tom Butler', 'Frank C. Turner']","['Patrick Casey', 'Josh Miller']",Neal H. Moritz,2020,Action," PG
",99.0,85000000.0,146066470.0,306766470.0,Sonic the Hedgehog,221766470.0,2240065.3535353537,2.6090172941176473,2,0.6789659619400316
1,Jeff Fowler,"['Ben Schwartz', 'James Marsden', 'Jim Carrey', 'Tika Sumpter', 'Natasha Rothwell', 'Adam Pally', 'Lee Majdoub', 'Neal McDonough', 'Tom Butler', 'Frank C. Turner']","['Patrick Casey', 'Josh Miller']",Toru Nakahara,2020,Action," PG
",99.0,85000000.0,146066470.0,306766470.0,Sonic the Hedgehog,221766470.0,2240065.3535353537,2.6090172941176473,2,0.6789659619400316
2,Stephen Gaghan,"['Robert Downey Jr.', 'Antonio Banderas', 'Michael Sheen', 'Jim Broadbent', 'Jessie Buckley', 'Harry Collett', 'Emma Thompson', 'Rami Malek', 'John Cena', 'Kumail Nanjiani']","['Stephen Gaghan', 'Dan Gregor', 'Doug Mand', 'Chris McKay']",Susan Downey,2020,Adventure," PG
",101.0,175000000.0,77047065.0,227908130.0,Dolittle,52908130.0,523842.8712871287,0.30233217142857144,2,-0.25180337222649257
2,Stephen Gaghan,"['Robert Downey Jr.', 'Antonio Banderas', 'Michael Sheen', 'Jim Broadbent', 'Jessie Buckley', 'Harry Collett', 'Emma Thompson', 'Rami Malek', 'John Cena', 'Kumail Nanjiani']","['Stephen Gaghan', 'Dan Gregor', 'Doug Mand', 'Chris McKay']",Jeff Kirschenbaum,2020,Adventure," PG
",101.0,175000000.0,77047065.0,227908130.0,Dolittle,52908130.0,523842.8712871287,0.30233217142857144,2,-0.25180337222649257
2,Stephen Gaghan,"['Robert Downey Jr.', 'Antonio Banderas', 'Michael Sheen', 'Jim Broadbent', 'Jessie Buckley', 'Harry Collett', 'Emma Thompson', 'Rami Malek', 'John Cena', 'Kumail Nanjiani']","['Stephen Gaghan', 'Dan Gregor', 'Doug Mand', 'Chris McKay']",Joe Roth,2020,Adventure," PG
",101.0,175000000.0,77047065.0,227908130.0,Dolittle,52908130.0,523842.8712871287,0.30233217142857144,2,-0.25180337222649257
3,Cathy Yan,"['Margot Robbie', 'Rosie Perez', 'Mary Elizabeth Winstead', 'Jurnee Smollett-Bell', 'Ewan McGregor', 'Ella Jay Basco', 'Chris Messina', 'Ali Wong', 'David Ury', 'Sara Montez']","['Christina Hodson', 'Paul Dini', 'Bruce Timm']",Sue Kroll,2020,Action," R
",109.0,84500000.0,84158461.0,199158461.0,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,114658461.0,1051912.486238532,1.3569048639053254,2,0.1737267155830235
3,Cathy Yan,"['Margot Robbie', 'Rosie Perez', 'Mary Elizabeth Winstead', 'Jurnee Smollett-Bell', 'Ewan McGregor', 'Ella Jay Basco', 'Chris Messina', 'Ali Wong', 'David Ury', 'Sara Montez']","['Christina Hodson', 'Paul Dini', 'Bruce Timm']",Margot Robbie,2020,Action," R
",109.0,84500000.0,84158461.0,199158461.0,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,114658461.0,1051912.486238532,1.3569048639053254,2,0.1737267155830235
3,Cathy Yan,"['Margot Robbie', 'Rosie Perez', 'Mary Elizabeth Winstead', 'Jurnee Smollett-Bell', 'Ewan McGregor', 'Ella Jay Basco', 'Chris Messina', 'Ali Wong', 'David Ury', 'Sara Montez']","['Christina Hodson', 'Paul Dini', 'Bruce Timm']",Bryan Unkeless,2020,Action," R
",109.0,84500000.0,84158461.0,199158461.0,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,114658461.0,1051912.486238532,1.3569048639053254,2,0.1737267155830235
4,Guy Ritchie,"['Matthew McConaughey', 'Charlie Hunnam', 'Michelle Dockery', 'Jeremy Strong', 'Lyne Renee', 'Colin Farrell', 'Henry Golding', 'Tom Wu', 'Chidi Ajufo', 'Hugh Grant']","['Guy Ritchie', 'Ivan Atkinson', 'Marn Davies']",Ivan Atkinson,2020,Action," R
",113.0,22000000.0,36296853.0,117769345.0,The Gentlemen,95769345.0,847516.3274336283,4.353152045454546,2,1.3827408834629296
4,Guy Ritchie,"['Matthew McConaughey', 'Charlie Hunnam', 'Michelle Dockery', 'Jeremy Strong', 'Lyne Renee', 'Colin Farrell', 'Henry Golding', 'Tom Wu', 'Chidi Ajufo', 'Hugh Grant']","['Guy Ritchie', 'Ivan Atkinson', 'Marn Davies']",Bill Block,2020,Action," R
",113.0,22000000.0,36296853.0,117769345.0,The Gentlemen,95769345.0,847516.3274336283,4.353152045454546,2,1.3827408834629296
4,Guy Ritchie,"['Matthew McConaughey', 'Charlie Hunnam', 'Michelle Dockery', 'Jeremy Strong', 'Lyne Renee', 'Colin Farrell', 'Henry Golding', 'Tom Wu', 'Chidi Ajufo', 'Hugh Grant']","['Guy Ritchie', 'Ivan Atkinson', 'Marn Davies']",Guy Ritchie,2020,Action," R
",113.0,22000000.0,36296853.0,117769345.0,The Gentlemen,95769345.0,847516.3274336283,4.353152045454546,2,1.3827408834629296
5,Chris Sanders,"['Harrison Ford', 'Omar Sy', 'Cara Gee', 'Dan Stevens', 'Bradley Whitford', 'Jean Louisa Kelly', 'Michael Horse', 'Karen Gillan', 'Colin Woodell', 'Micah Fitzgerald']","['Michael Green', 'Jack London']",James Mangold,2020,Adventure," PG
",100.0,135000000.0,62342368.0,107604626.0,The Call of the Wild,-27395374.0,-273953.74,-0.20292869629629628,2,-0.45568092656058096
5,Chris Sanders,"['Harrison Ford', 'Omar Sy', 'Cara Gee', 'Dan Stevens', 'Bradley Whitford', 'Jean Louisa Kelly', 'Michael Horse', 'Karen Gillan', 'Colin Woodell', 'Micah Fitzgerald']","['Michael Green', 'Jack London']",Erwin Stoff,2020,Adventure," PG
",100.0,135000000.0,62342368.0,107604626.0,The Call of the Wild,-27395374.0,-273953.74,-0.20292869629629628,2,-0.45568092656058096
6,Nicolas Pesce,"['Tara Westwood', 'Junko Bailey', 'David Lawrence Brown', 'Zoe Fish', 'Andrea Riseborough', 'John J. Hansen', 'Demián Bichir', 'Joel Marsh Garland', 'Bradley Sawatzky', 'Duke']","['Nicolas Pesce', 'Jeff Buhler', 'Takashi Shimizu']",Takashige Ichise,2020,Horror," R
",94.0,10000000.0,21221803.0,49511319.0,The Grudge,39511319.0,420333.1808510638,3.9511319,2,1.2205219401725522
6,Nicolas Pesce,"['Tara Westwood', 'Junko Bailey', 'David Lawrence Brown', 'Zoe Fish', 'Andrea Riseborough', 'John J. Hansen', 'Demián Bichir', 'Joel Marsh Garland', 'Bradley Sawatzky', 'Duke']","['Nicolas Pesce', 'Jeff Buhler', 'Takashi Shimizu']",Sam Raimi,2020,Horror," R
",94.0,10000000.0,21221803.0,49511319.0,The Grudge,39511319.0,420333.1808510638,3.9511319,2,1.2205219401725522
6,Nicolas Pesce,"['Tara Westwood', 'Junko Bailey', 'David Lawrence Brown', 'Zoe Fish', 'Andrea Riseborough', 'John J. Hansen', 'Demián Bichir', 'Joel Marsh Garland', 'Bradley Sawatzky', 'Duke']","['Nicolas Pesce', 'Jeff Buhler', 'Takashi Shimizu']",Rob Tapert,2020,Horror," R
",94.0,10000000.0,21221803.0,49511319.0,The Grudge,39511319.0,420333.1808510638,3.9511319,2,1.2205219401725522
7,Jeff Wadlow,"['Michael Peña', 'Maggie Q', 'Lucy Hale', 'Austin Stowell', 'Jimmy O. Yang', 'Portia Doubleday', 'Ryan Hansen', 'Michael Rooker', 'Parisa Fitz-Henley', 'Mike Vogel']","['Jillian Jacobs', 'Christopher Roach', 'Jeff Wadlow']",Jason Blum,2020,Adventure," PG-13
",109.0,7000000.0,26441782.0,48564678.0,Fantasy Island,41564678.0,381327.3211009174,5.937811142857143,2,2.0221658654261714
7,Jeff Wadlow,"['Michael Peña', 'Maggie Q', 'Lucy Hale', 'Austin Stowell', 'Jimmy O. Yang', 'Portia Doubleday', 'Ryan Hansen', 'Michael Rooker', 'Parisa Fitz-Henley', 'Mike Vogel']","['Jillian Jacobs', 'Christopher Roach', 'Jeff Wadlow']",Marc Toberoff,2020,Adventure," PG-13
",109.0,7000000.0,26441782.0,48564678.0,Fantasy Island,41564678.0,381327.3211009174,5.937811142857143,2,2.0221658654261714
7,Jeff Wadlow,"['Michael Peña', 'Maggie Q', 'Lucy Hale', 'Austin Stowell', 'Jimmy O. Yang', 'Portia Doubleday', 'Ryan Hansen', 'Michael Rooker', 'Parisa Fitz-Henley', 'Mike Vogel']","['Jillian Jacobs', 'Christopher Roach', 'Jeff Wadlow']",Jeff Wadlow,2020,Adventure," PG-13
",109.0,7000000.0,26441782.0,48564678.0,Fantasy Island,41564678.0,381327.3211009174,5.937811142857143,2,2.0221658654261714
8,William Eubank,"['Kristen Stewart', 'Vincent Cassel', 'T.J. Miller', 'Jessica Henwick', 'John Gallagher Jr.', 'Mamoudou Athie', 'Fiona Rene', 'Gunner Wright', 'Amanda Troop']","['Brian Duffield', 'Adam Cozad']",Peter Chernin,2020,Action," PG-13
",95.0,80000000.0,17291078.0,40882928.0,Underwater,-39117072.0,-411758.65263157897,-0.4889634,2,-0.5710986435675942
8,William Eubank,"['Kristen Stewart', 'Vincent Cassel', 'T.J. Miller', 'Jessica Henwick', 'John Gallagher Jr.', 'Mamoudou Athie', 'Fiona Rene', 'Gunner Wright', 'Amanda Troop']","['Brian Duffield', 'Adam Cozad']",Tonia Davis,2020,Action," PG-13
",95.0,80000000.0,17291078.0,40882928.0,Underwater,-39117072.0,-411758.65263157897,-0.4889634,2,-0.5710986435675942
8,William Eubank,"['Kristen Stewart', 'Vincent Cassel', 'T.J. Miller', 'Jessica Henwick', 'John Gallagher Jr.', 'Mamoudou Athie', 'Fiona Rene', 'Gunner Wright', 'Amanda Troop']","['Brian Duffield', 'Adam Cozad']",Jenno Topping,2020,Action," PG-13
",95.0,80000000.0,17291078.0,40882928.0,Underwater,-39117072.0,-411758.65263157897,-0.4889634,2,-0.5710986435675942
9,Miguel Arteta,"['Rose Byrne', 'Salma Hayek', 'Tiffany Haddish', 'Jessica St. Clair', 'Lisa Kudrow', 'Jennifer Coolidge', 'Ari Graynor', 'Ryan Hansen', 'Karan Soni', 'Billy Porter']","['Sam Pitman', 'Adam Cole-Kelly', 'Danielle Sanchez-Witzel']",Marc Evans,2020,Comedy," R
",83.0,29000000.0,22169514.0,29753143.0,Like a Boss,753143.0,9074.012048192772,0.02597044827586207,1,-0.36331794979835014
9,Miguel Arteta,"['Rose Byrne', 'Salma Hayek', 'Tiffany Haddish', 'Jessica St. Clair', 'Lisa Kudrow', 'Jennifer Coolidge', 'Ari Graynor', 'Ryan Hansen', 'Karan Soni', 'Billy Porter']","['Sam Pitman', 'Adam Cole-Kelly', 'Danielle Sanchez-Witzel']",Peter Principato,2020,Comedy," R
",83.0,29000000.0,22169514.0,29753143.0,Like a Boss,753143.0,9074.012048192772,0.02597044827586207,1,-0.36331794979835014
9,Miguel Arteta,"['Rose Byrne', 'Salma Hayek', 'Tiffany Haddish', 'Jessica St. Clair', 'Lisa Kudrow', 'Jennifer Coolidge', 'Ari Graynor', 'Ryan Hansen', 'Karan Soni', 'Billy Porter']","['Sam Pitman', 'Adam Cole-Kelly', 'Danielle Sanchez-Witzel']",Itay Reiss,2020,Comedy," R
",83.0,29000000.0,22169514.0,29753143.0,Like a Boss,753143.0,9074.012048192772,0.02597044827586207,1,-0.36331794979835014
9,Miguel Arteta,"['Rose Byrne', 'Salma Hayek', 'Tiffany Haddish', 'Jessica St. Clair', 'Lisa Kudrow', 'Jennifer Coolidge', 'Ari Graynor', 'Ryan Hansen', 'Karan Soni', 'Billy Porter']","['Sam Pitman', 'Adam Cole-Kelly', 'Danielle Sanchez-Witzel']",Joel Zadak,2020,Comedy," R
",83.0,29000000.0,22169514.0,29753143.0,Like a Boss,753143.0,9074.012048192772,0.02597044827586207,1,-0.36331794979835014
10,Dave Wilson,"['Vin Diesel', 'Eiza González', 'Sam Heughan', 'Toby Kebbell', 'Talulah Riley', 'Lamorne Morris', 'Guy Pearce', 'Siddharth Dhananjay', 'Tyrel Meyer', 'Alex Anlos']","['Jeff Wadlow', 'Eric Heisserer', 'Kevin VanHook', 'Bob Layton', 'Don Perlin']",Toby Jaffe,2020,Action," PG-13
",109.0,45000000.0,10021787.0,28428855.0,Bloodshot,-16571145.0,-152028.85321100918,-0.36824766666666664,2,-0.5223886997469545
10,Dave Wilson,"['Vin Diesel', 'Eiza González', 'Sam Heughan', 'Toby Kebbell', 'Talulah Riley', 'Lamorne Morris', 'Guy Pearce', 'Siddharth Dhananjay', 'Tyrel Meyer', 'Alex Anlos']","['Jeff Wadlow', 'Eric Heisserer', 'Kevin VanHook', 'Bob Layton', 'Don Perlin']",Jason Kothari,2020,Action," PG-13
",109.0,45000000.0,10021787.0,28428855.0,Bloodshot,-16571145.0,-152028.85321100918,-0.36824766666666664,2,-0.5223886997469545
10,Dave Wilson,"['Vin Diesel', 'Eiza González', 'Sam Heughan', 'Toby Kebbell', 'Talulah Riley', 'Lamorne Morris', 'Guy Pearce', 'Siddharth Dhananjay', 'Tyrel Meyer', 'Alex Anlos']","['Jeff Wadlow', 'Eric Heisserer', 'Kevin VanHook', 'Bob Layton', 'Don Perlin']",Neal H. Moritz,2020,Action," PG-13
",109.0,45000000.0,10021787.0,28428855.0,Bloodshot,-16571145.0,-152028.85321100918,-0.36824766666666664,2,-0.5223886997469545
10,Dave Wilson,"['Vin Diesel', 'Eiza González', 'Sam Heughan', 'Toby Kebbell', 'Talulah Riley', 'Lamorne Morris', 'Guy Pearce', 'Siddharth Dhananjay', 'Tyrel Meyer', 'Alex Anlos']","['Jeff Wadlow', 'Eric Heisserer', 'Kevin VanHook', 'Bob Layton', 'Don Perlin']",Dinesh Shamdasani,2020,Action," PG-13
",109.0,45000000.0,10021787.0,28428855.0,Bloodshot,-16571145.0,-152028.85321100918,-0.36824766666666664,2,-0.5223886997469545
11,William Brent Bell,"['Katie Holmes', 'Owain Yeoman', 'Christopher Convery', 'Ralph Ineson', 'Anjali Jay', 'Keoni Rebeiro', 'Oliver Rice', 'Natalie Moon', 'Daphne Hoskins', 'Joely Collins']",['Stacey Menear'],Matt Berenson,2020,Drama," PG-13
",86.0,10000000.0,12611536.0,20311536.0,Brahms: The Boy II,10311536.0,119901.58139534884,1.0311536,2,0.042282989680980425
11,William Brent Bell,"['Katie Holmes', 'Owain Yeoman', 'Christopher Convery', 'Ralph Ineson', 'Anjali Jay', 'Keoni Rebeiro', 'Oliver Rice', 'Natalie Moon', 'Daphne Hoskins', 'Joely Collins']",['Stacey Menear'],Roy Lee,2020,Drama," PG-13
",86.0,10000000.0,12611536.0,20311536.0,Brahms: The Boy II,10311536.0,119901.58139534884,1.0311536,2,0.042282989680980425
11,William Brent Bell,"['Katie Holmes', 'Owain Yeoman', 'Christopher Convery', 'Ralph Ineson', 'Anjali Jay', 'Keoni Rebeiro', 'Oliver Rice', 'Natalie Moon', 'Daphne Hoskins', 'Joely Collins']",['Stacey Menear'],Gary Lucchesi,2020,Drama," PG-13
",86.0,10000000.0,12611536.0,20311536.0,Brahms: The Boy II,10311536.0,119901.58139534884,1.0311536,2,0.042282989680980425
11,William Brent Bell,"['Katie Holmes', 'Owain Yeoman', 'Christopher Convery', 'Ralph Ineson', 'Anjali Jay', 'Keoni Rebeiro', 'Oliver Rice', 'Natalie Moon', 'Daphne Hoskins', 'Joely Collins']",['Stacey Menear'],Eric Reid,2020,Drama," PG-13
",86.0,10000000.0,12611536.0,20311536.0,Brahms: The Boy II,10311536.0,119901.58139534884,1.0311536,2,0.042282989680980425
12,Floria Sigismondi,"['Mackenzie Davis', 'Finn Wolfhard', 'Brooklynn Prince', 'Barbara Marten', 'Joely Richardson', 'Niall Greig Fulton', 'Denna Thomsen', 'Kim Adis', 'Darlene Garr', 'Karen Egan']","['Carey W. Hayes', 'Chad Hayes', 'Henry James']",Scott Bernstein,2020,Drama," PG-13
",94.0,14000000.0,15472775.0,18474062.0,The Turning,4474062.0,47596.40425531915,0.31957585714285713,2,-0.24484538142272308
12,Floria Sigismondi,"['Mackenzie Davis', 'Finn Wolfhard', 'Brooklynn Prince', 'Barbara Marten', 'Joely Richardson', 'Niall Greig Fulton', 'Denna Thomsen', 'Kim Adis', 'Darlene Garr', 'Karen Egan']","['Carey W. Hayes', 'Chad Hayes', 'Henry James']",Roy Lee,2020,Drama," PG-13
",94.0,14000000.0,15472775.0,18474062.0,The Turning,4474062.0,47596.40425531915,0.31957585714285713,2,-0.24484538142272308
13,Craig Zobel,"['Betty Gilpin', 'Hilary Swank', 'Ike Barinholtz', 'Wayne Duvall', 'Ethan Suplee', 'Emma Roberts', 'Christopher Berry', 'Sturgill Simpson', 'Kate Nowlin', 'Amy Madigan']","['Nick Cuse', 'Damon Lindelof']",Jason Blum,2020,Action," R
",90.0,14000000.0,5812500.0,6512500.0,The Hunt,-7487500.0,-83194.44444444444,-0.5348214285714286,2,-0.5896027932236421
13,Craig Zobel,"['Betty Gilpin', 'Hilary Swank', 'Ike Barinholtz', 'Wayne Duvall', 'Ethan Suplee', 'Emma Roberts', 'Christopher Berry', 'Sturgill Simpson', 'Kate Nowlin', 'Amy Madigan']","['Nick Cuse', 'Damon Lindelof']",Damon Lindelof,2020,Action," R
",90.0,14000000.0,5812500.0,6512500.0,The Hunt,-7487500.0,-83194.44444444444,-0.5348214285714286,2,-0.5896027932236421
14,Reed Morano,"['Blake Lively', 'Richard Brake', 'Elly Curtis', 'David Duggan', 'Matilda Ziegler', ""Bill O'Connell"", 'Shane Whisker', 'Raza Jaffrey', 'Daniel Mays', 'Jade Anouka']",['Mark Burnell'],Barbara Broccoli,2020,Action," R
",109.0,50000000.0,5437971.0,5989583.0,The Rhythm Section,-44010417.0,-403765.29357798165,-0.88020834,2,-0.7289696892156862
14,Reed Morano,"['Blake Lively', 'Richard Brake', 'Elly Curtis', 'David Duggan', 'Matilda Ziegler', ""Bill O'Connell"", 'Shane Whisker', 'Raza Jaffrey', 'Daniel Mays', 'Jade Anouka']",['Mark Burnell'],Michael G. Wilson,2020,Action," R
",109.0,50000000.0,5437971.0,5989583.0,The Rhythm Section,-44010417.0,-403765.29357798165,-0.88020834,2,-0.7289696892156862
15,Todd Robinson,"['Sebastian Stan', 'Alison Sudol', 'Asher Miles Fallica', 'LisaGay Hamilton', 'Bradley Whitford', 'William Hurt', 'Linus Roache', 'Jeremy Irvine', ""Eoin O'Brien"", 'Christopher Plummer']",['Todd Robinson'],Julian Adams,2020,Drama," R
",116.0,20000000.0,2949212.0,3006059.0,The Last Full Measure,-16993941.0,-146499.49137931035,-0.84969705,2,-0.716658094191934
15,Todd Robinson,"['Sebastian Stan', 'Alison Sudol', 'Asher Miles Fallica', 'LisaGay Hamilton', 'Bradley Whitford', 'William Hurt', 'Linus Roache', 'Jeremy Irvine', ""Eoin O'Brien"", 'Christopher Plummer']",['Todd Robinson'],Michael Bassick,2020,Drama," R
",116.0,20000000.0,2949212.0,3006059.0,The Last Full Measure,-16993941.0,-146499.49137931035,-0.84969705,2,-0.716658094191934
15,Todd Robinson,"['Sebastian Stan', 'Alison Sudol', 'Asher Miles Fallica', 'LisaGay Hamilton', 'Bradley Whitford', 'William Hurt', 'Linus Roache', 'Jeremy Irvine', ""Eoin O'Brien"", 'Christopher Plummer']",['Todd Robinson'],Timothy Scott Bogart,2020,Drama," R
",116.0,20000000.0,2949212.0,3006059.0,The Last Full Measure,-16993941.0,-146499.49137931035,-0.84969705,2,-0.716658094191934
15,Todd Robinson,"['Sebastian Stan', 'Alison Sudol', 'Asher Miles Fallica', 'LisaGay Hamilton', 'Bradley Whitford', 'William Hurt', 'Linus Roache', 'Jeremy Irvine', ""Eoin O'Brien"", 'Christopher Plummer']",['Todd Robinson'],Nicholas Cafritz,2020,Drama," R
",116.0,20000000.0,2949212.0,3006059.0,The Last Full Measure,-16993941.0,-146499.49137931035,-0.84969705,2,-0.716658094191934
16,Anthony Russo,"['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo', 'Chris Hemsworth', 'Scarlett Johansson', 'Jeremy Renner', 'Don Cheadle', 'Paul Rudd', 'Benedict Cumberbatch', 'Chadwick Boseman']","['Christopher Markus', 'Stephen McFeely', 'Stan Lee', 'Jack Kirby']",Kevin Feige,2019,Action," PG-13
",181.0,356000000.0,858373000.0,2797800564.0,Avengers: Endgame,2441800564.0,13490610.85082873,6.858990348314607,2,2.393870415508911
17,Jon Favreau,"['Chiwetel Ejiofor', 'John Oliver', 'James Earl Jones', 'John Kani', 'Alfre Woodard', 'JD McCrary', 'Shahadi Wright Joseph', 'Penny Johnson Jerald', 'Keegan-Michael Key', 'Eric André']","['Jeff Nathanson', 'Irene Mecchi', 'Jonathan Roberts', 'Linda Woolverton']",Jon Favreau,2019,Animation," PG
",118.0,260000000.0,543638043.0,1656943394.0,The Lion King,1396943394.0,11838503.338983051,5.372859207692308,2,1.7942023989967129
17,Jon Favreau,"['Chiwetel Ejiofor', 'John Oliver', 'James Earl Jones', 'John Kani', 'Alfre Woodard', 'JD McCrary', 'Shahadi Wright Joseph', 'Penny Johnson Jerald', 'Keegan-Michael Key', 'Eric André']","['Jeff Nathanson', 'Irene Mecchi', 'Jonathan Roberts', 'Linda Woolverton']",Karen Gilchrist,2019,Animation," PG
",118.0,260000000.0,543638043.0,1656943394.0,The Lion King,1396943394.0,11838503.338983051,5.372859207692308,2,1.7942023989967129
17,Jon Favreau,"['Chiwetel Ejiofor', 'John Oliver', 'James Earl Jones', 'John Kani', 'Alfre Woodard', 'JD McCrary', 'Shahadi Wright Joseph', 'Penny Johnson Jerald', 'Keegan-Michael Key', 'Eric André']","['Jeff Nathanson', 'Irene Mecchi', 'Jonathan Roberts', 'Linda Woolverton']",Jeffrey Silver,2019,Animation," PG
",118.0,260000000.0,543638043.0,1656943394.0,The Lion King,1396943394.0,11838503.338983051,5.372859207692308,2,1.7942023989967129
18,Chris Buck,"['Kristen Bell', 'Idina Menzel', 'Josh Gad', 'Jonathan Groff', 'Sterling K. Brown', 'Evan Rachel Wood', 'Alfred Molina', 'Martha Plimpton', 'Jason Ritter', 'Rachel Matthews']","['Jennifer Lee', 'Hans Christian Andersen', 'Chris Buck', 'Kristen Anderson-Lopez']",Peter Del Vecho,2019,Animation," PG
",103.0,150000000.0,477373578.0,1450026933.0,Frozen II,1300026933.0,12621620.708737863,8.66684622,2,3.123357413715241
19,Jon Watts,"['Tom Holland', 'Samuel L. Jackson', 'Jake Gyllenhaal', 'Marisa Tomei', 'Jon Favreau', 'Zendaya', 'Jacob Batalon', 'Tony Revolori', 'Angourie Rice', 'Remy Hii']","['Chris McKenna', 'Erik Sommers', 'Stan Lee', 'Steve Ditko']",Kevin Feige,2019,Action," PG-13
",129.0,160000000.0,390532085.0,1131927996.0,Spider-Man: Far from Home,971927996.0,7534325.550387597,6.074549975,2,2.0773412816528753
19,Jon Watts,"['Tom Holland', 'Samuel L. Jackson', 'Jake Gyllenhaal', 'Marisa Tomei', 'Jon Favreau', 'Zendaya', 'Jacob Batalon', 'Tony Revolori', 'Angourie Rice', 'Remy Hii']","['Chris McKenna', 'Erik Sommers', 'Stan Lee', 'Steve Ditko']",Amy Pascal,2019,Action," PG-13
",129.0,160000000.0,390532085.0,1131927996.0,Spider-Man: Far from Home,971927996.0,7534325.550387597,6.074549975,2,2.0773412816528753
20,Anna Boden,"['Brie Larson', 'Samuel L. Jackson', 'Ben Mendelsohn', 'Jude Law', 'Annette Bening', 'Djimon Hounsou', 'Lee Pace', 'Lashana Lynch', 'Gemma Chan', 'Clark Gregg']","['Anna Boden', 'Ryan Fleck', 'Geneva Robertson-Dworet', 'Nicole Perlman', 'Meg LeFauve']",Kevin Feige,2019,Action," PG-13
",123.0,175000000.0,426829839.0,1128274794.0,Captain Marvel,953274794.0,7750201.577235772,5.447284537142857,2,1.8242337256205459
21,J.J. Abrams,"['Carrie Fisher', 'Mark Hamill', 'Adam Driver', 'Daisy Ridley', 'John Boyega', 'Oscar Isaac', 'Anthony Daniels', 'Naomi Ackie', 'Domhnall Gleeson', 'Richard E. Grant']","['Chris Terrio', 'J.J. Abrams', 'Derek Connolly', 'Colin Trevorrow', 'George Lucas']",J.J. Abrams,2019,Action," PG-13
",142.0,200000000.0,515202542.0,1074144248.0,Star Wars: Episode IX - The Rise of Skywalker,874144248.0,6155945.408450704,4.37072124,2,1.3898302201686916
21,J.J. Abrams,"['Carrie Fisher', 'Mark Hamill', 'Adam Driver', 'Daisy Ridley', 'John Boyega', 'Oscar Isaac', 'Anthony Daniels', 'Naomi Ackie', 'Domhnall Gleeson', 'Richard E. Grant']","['Chris Terrio', 'J.J. Abrams', 'Derek Connolly', 'Colin Trevorrow', 'George Lucas']",Kathleen Kennedy,2019,Action," PG-13
",142.0,200000000.0,515202542.0,1074144248.0,Star Wars: Episode IX - The Rise of Skywalker,874144248.0,6155945.408450704,4.37072124,2,1.3898302201686916
