,directors,actors,writers,producers,year,genres,certificates,duration,Budget,Gross US,Gross Worldwide,titles,Profits,profit-per-length,profit-per-budget,len-genres,MAD
0,Adil El Arbi,Will Smith,"['Chris Bremner', 'Peter Craig', 'Joe Carnahan', 'George Gallo']","['Doug Belgrad', 'Jerry Bruckheimer', 'Will Smith']",2020,Action," R
",124.0,90000000.0,204417855.0,421226030.0,Bad Boys for Life,331226030.0,2671177.6612903224,3.680289222222222,2,1.1112343497773716
0,Adil El Arbi,Martin Lawrence,"['Chris Bremner', 'Peter Craig', 'Joe Carnahan', 'George Gallo']","['Doug Belgrad', 'Jerry Bruckheimer', 'Will Smith']",2020,Action," R
",124.0,90000000.0,204417855.0,421226030.0,Bad Boys for Life,331226030.0,2671177.6612903224,3.680289222222222,2,1.1112343497773716
0,Adil El Arbi,Vanessa Hudgens,"['Chris Bremner', 'Peter Craig', 'Joe Carnahan', 'George Gallo']","['Doug Belgrad', 'Jerry Bruckheimer', 'Will Smith']",2020,Action," R
",124.0,90000000.0,204417855.0,421226030.0,Bad Boys for Life,331226030.0,2671177.6612903224,3.680289222222222,2,1.1112343497773716
0,Adil El Arbi,Alexander Ludwig,"['Chris Bremner', 'Peter Craig', 'Joe Carnahan', 'George Gallo']","['Doug Belgrad', 'Jerry Bruckheimer', 'Will Smith']",2020,Action," R
",124.0,90000000.0,204417855.0,421226030.0,Bad Boys for Life,331226030.0,2671177.6612903224,3.680289222222222,2,1.1112343497773716
0,Adil El Arbi,Charles Melton,"['Chris Bremner', 'Peter Craig', 'Joe Carnahan', 'George Gallo']","['Doug Belgrad', 'Jerry Bruckheimer', 'Will Smith']",2020,Action," R
",124.0,90000000.0,204417855.0,421226030.0,Bad Boys for Life,331226030.0,2671177.6612903224,3.680289222222222,2,1.1112343497773716
0,Adil El Arbi,Paola Nuñez,"['Chris Bremner', 'Peter Craig', 'Joe Carnahan', 'George Gallo']","['Doug Belgrad', 'Jerry Bruckheimer', 'Will Smith']",2020,Action," R
",124.0,90000000.0,204417855.0,421226030.0,Bad Boys for Life,331226030.0,2671177.6612903224,3.680289222222222,2,1.1112343497773716
0,Adil El Arbi,Kate del Castillo,"['Chris Bremner', 'Peter Craig', 'Joe Carnahan', 'George Gallo']","['Doug Belgrad', 'Jerry Bruckheimer', 'Will Smith']",2020,Action," R
",124.0,90000000.0,204417855.0,421226030.0,Bad Boys for Life,331226030.0,2671177.6612903224,3.680289222222222,2,1.1112343497773716
0,Adil El Arbi,Nicky Jam,"['Chris Bremner', 'Peter Craig', 'Joe Carnahan', 'George Gallo']","['Doug Belgrad', 'Jerry Bruckheimer', 'Will Smith']",2020,Action," R
",124.0,90000000.0,204417855.0,421226030.0,Bad Boys for Life,331226030.0,2671177.6612903224,3.680289222222222,2,1.1112343497773716
0,Adil El Arbi,Joe Pantoliano,"['Chris Bremner', 'Peter Craig', 'Joe Carnahan', 'George Gallo']","['Doug Belgrad', 'Jerry Bruckheimer', 'Will Smith']",2020,Action," R
",124.0,90000000.0,204417855.0,421226030.0,Bad Boys for Life,331226030.0,2671177.6612903224,3.680289222222222,2,1.1112343497773716
0,Adil El Arbi,Jacob Scipio,"['Chris Bremner', 'Peter Craig', 'Joe Carnahan', 'George Gallo']","['Doug Belgrad', 'Jerry Bruckheimer', 'Will Smith']",2020,Action," R
",124.0,90000000.0,204417855.0,421226030.0,Bad Boys for Life,331226030.0,2671177.6612903224,3.680289222222222,2,1.1112343497773716
1,Jeff Fowler,Ben Schwartz,"['Patrick Casey', 'Josh Miller']","['Toby Ascher', 'Takeshi Ito', 'Neal H. Moritz', 'Toru Nakahara']",2020,Action," PG
",99.0,85000000.0,146066470.0,306766470.0,Sonic the Hedgehog,221766470.0,2240065.3535353537,2.6090172941176473,2,0.6789659619400316
1,Jeff Fowler,James Marsden,"['Patrick Casey', 'Josh Miller']","['Toby Ascher', 'Takeshi Ito', 'Neal H. Moritz', 'Toru Nakahara']",2020,Action," PG
",99.0,85000000.0,146066470.0,306766470.0,Sonic the Hedgehog,221766470.0,2240065.3535353537,2.6090172941176473,2,0.6789659619400316
1,Jeff Fowler,Jim Carrey,"['Patrick Casey', 'Josh Miller']","['Toby Ascher', 'Takeshi Ito', 'Neal H. Moritz', 'Toru Nakahara']",2020,Action," PG
",99.0,85000000.0,146066470.0,306766470.0,Sonic the Hedgehog,221766470.0,2240065.3535353537,2.6090172941176473,2,0.6789659619400316
1,Jeff Fowler,Tika Sumpter,"['Patrick Casey', 'Josh Miller']","['Toby Ascher', 'Takeshi Ito', 'Neal H. Moritz', 'Toru Nakahara']",2020,Action," PG
",99.0,85000000.0,146066470.0,306766470.0,Sonic the Hedgehog,221766470.0,2240065.3535353537,2.6090172941176473,2,0.6789659619400316
1,Jeff Fowler,Natasha Rothwell,"['Patrick Casey', 'Josh Miller']","['Toby Ascher', 'Takeshi Ito', 'Neal H. Moritz', 'Toru Nakahara']",2020,Action," PG
",99.0,85000000.0,146066470.0,306766470.0,Sonic the Hedgehog,221766470.0,2240065.3535353537,2.6090172941176473,2,0.6789659619400316
1,Jeff Fowler,Adam Pally,"['Patrick Casey', 'Josh Miller']","['Toby Ascher', 'Takeshi Ito', 'Neal H. Moritz', 'Toru Nakahara']",2020,Action," PG
",99.0,85000000.0,146066470.0,306766470.0,Sonic the Hedgehog,221766470.0,2240065.3535353537,2.6090172941176473,2,0.6789659619400316
1,Jeff Fowler,Lee Majdoub,"['Patrick Casey', 'Josh Miller']","['Toby Ascher', 'Takeshi Ito', 'Neal H. Moritz', 'Toru Nakahara']",2020,Action," PG
",99.0,85000000.0,146066470.0,306766470.0,Sonic the Hedgehog,221766470.0,2240065.3535353537,2.6090172941176473,2,0.6789659619400316
1,Jeff Fowler,Neal McDonough,"['Patrick Casey', 'Josh Miller']","['Toby Ascher', 'Takeshi Ito', 'Neal H. Moritz', 'Toru Nakahara']",2020,Action," PG
",99.0,85000000.0,146066470.0,306766470.0,Sonic the Hedgehog,221766470.0,2240065.3535353537,2.6090172941176473,2,0.6789659619400316
1,Jeff Fowler,Tom Butler,"['Patrick Casey', 'Josh Miller']","['Toby Ascher', 'Takeshi Ito', 'Neal H. Moritz', 'Toru Nakahara']",2020,Action," PG
",99.0,85000000.0,146066470.0,306766470.0,Sonic the Hedgehog,221766470.0,2240065.3535353537,2.6090172941176473,2,0.6789659619400316
1,Jeff Fowler,Frank C. Turner,"['Patrick Casey', 'Josh Miller']","['Toby Ascher', 'Takeshi Ito', 'Neal H. Moritz', 'Toru Nakahara']",2020,Action," PG
",99.0,85000000.0,146066470.0,306766470.0,Sonic the Hedgehog,221766470.0,2240065.3535353537,2.6090172941176473,2,0.6789659619400316
2,Stephen Gaghan,Robert Downey Jr.,"['Stephen Gaghan', 'Dan Gregor', 'Doug Mand', 'Chris McKay']","['Susan Downey', 'Jeff Kirschenbaum', 'Joe Roth']",2020,Adventure," PG
",101.0,175000000.0,77047065.0,227908130.0,Dolittle,52908130.0,523842.8712871287,0.30233217142857144,2,-0.25180337222649257
2,Stephen Gaghan,Antonio Banderas,"['Stephen Gaghan', 'Dan Gregor', 'Doug Mand', 'Chris McKay']","['Susan Downey', 'Jeff Kirschenbaum', 'Joe Roth']",2020,Adventure," PG
",101.0,175000000.0,77047065.0,227908130.0,Dolittle,52908130.0,523842.8712871287,0.30233217142857144,2,-0.25180337222649257
2,Stephen Gaghan,Michael Sheen,"['Stephen Gaghan', 'Dan Gregor', 'Doug Mand', 'Chris McKay']","['Susan Downey', 'Jeff Kirschenbaum', 'Joe Roth']",2020,Adventure," PG
",101.0,175000000.0,77047065.0,227908130.0,Dolittle,52908130.0,523842.8712871287,0.30233217142857144,2,-0.25180337222649257
2,Stephen Gaghan,Jim Broadbent,"['Stephen Gaghan', 'Dan Gregor', 'Doug Mand', 'Chris McKay']","['Susan Downey', 'Jeff Kirschenbaum', 'Joe Roth']",2020,Adventure," PG
",101.0,175000000.0,77047065.0,227908130.0,Dolittle,52908130.0,523842.8712871287,0.30233217142857144,2,-0.25180337222649257
2,Stephen Gaghan,Jessie Buckley,"['Stephen Gaghan', 'Dan Gregor', 'Doug Mand', 'Chris McKay']","['Susan Downey', 'Jeff Kirschenbaum', 'Joe Roth']",2020,Adventure," PG
",101.0,175000000.0,77047065.0,227908130.0,Dolittle,52908130.0,523842.8712871287,0.30233217142857144,2,-0.25180337222649257
2,Stephen Gaghan,Harry Collett,"['Stephen Gaghan', 'Dan Gregor', 'Doug Mand', 'Chris McKay']","['Susan Downey', 'Jeff Kirschenbaum', 'Joe Roth']",2020,Adventure," PG
",101.0,175000000.0,77047065.0,227908130.0,Dolittle,52908130.0,523842.8712871287,0.30233217142857144,2,-0.25180337222649257
2,Stephen Gaghan,Emma Thompson,"['Stephen Gaghan', 'Dan Gregor', 'Doug Mand', 'Chris McKay']","['Susan Downey', 'Jeff Kirschenbaum', 'Joe Roth']",2020,Adventure," PG
",101.0,175000000.0,77047065.0,227908130.0,Dolittle,52908130.0,523842.8712871287,0.30233217142857144,2,-0.25180337222649257
2,Stephen Gaghan,Rami Malek,"['Stephen Gaghan', 'Dan Gregor', 'Doug Mand', 'Chris McKay']","['Susan Downey', 'Jeff Kirschenbaum', 'Joe Roth']",2020,Adventure," PG
",101.0,175000000.0,77047065.0,227908130.0,Dolittle,52908130.0,523842.8712871287,0.30233217142857144,2,-0.25180337222649257
2,Stephen Gaghan,John Cena,"['Stephen Gaghan', 'Dan Gregor', 'Doug Mand', 'Chris McKay']","['Susan Downey', 'Jeff Kirschenbaum', 'Joe Roth']",2020,Adventure," PG
",101.0,175000000.0,77047065.0,227908130.0,Dolittle,52908130.0,523842.8712871287,0.30233217142857144,2,-0.25180337222649257
2,Stephen Gaghan,Kumail Nanjiani,"['Stephen Gaghan', 'Dan Gregor', 'Doug Mand', 'Chris McKay']","['Susan Downey', 'Jeff Kirschenbaum', 'Joe Roth']",2020,Adventure," PG
",101.0,175000000.0,77047065.0,227908130.0,Dolittle,52908130.0,523842.8712871287,0.30233217142857144,2,-0.25180337222649257
3,Cathy Yan,Margot Robbie,"['Christina Hodson', 'Paul Dini', 'Bruce Timm']","['Sue Kroll', 'Margot Robbie', 'Bryan Unkeless']",2020,Action," R
",109.0,84500000.0,84158461.0,199158461.0,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,114658461.0,1051912.486238532,1.3569048639053254,2,0.1737267155830235
3,Cathy Yan,Rosie Perez,"['Christina Hodson', 'Paul Dini', 'Bruce Timm']","['Sue Kroll', 'Margot Robbie', 'Bryan Unkeless']",2020,Action," R
",109.0,84500000.0,84158461.0,199158461.0,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,114658461.0,1051912.486238532,1.3569048639053254,2,0.1737267155830235
3,Cathy Yan,Mary Elizabeth Winstead,"['Christina Hodson', 'Paul Dini', 'Bruce Timm']","['Sue Kroll', 'Margot Robbie', 'Bryan Unkeless']",2020,Action," R
",109.0,84500000.0,84158461.0,199158461.0,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,114658461.0,1051912.486238532,1.3569048639053254,2,0.1737267155830235
3,Cathy Yan,Jurnee Smollett-Bell,"['Christina Hodson', 'Paul Dini', 'Bruce Timm']","['Sue Kroll', 'Margot Robbie', 'Bryan Unkeless']",2020,Action," R
",109.0,84500000.0,84158461.0,199158461.0,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,114658461.0,1051912.486238532,1.3569048639053254,2,0.1737267155830235
3,Cathy Yan,Ewan McGregor,"['Christina Hodson', 'Paul Dini', 'Bruce Timm']","['Sue Kroll', 'Margot Robbie', 'Bryan Unkeless']",2020,Action," R
",109.0,84500000.0,84158461.0,199158461.0,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,114658461.0,1051912.486238532,1.3569048639053254,2,0.1737267155830235
3,Cathy Yan,Ella Jay Basco,"['Christina Hodson', 'Paul Dini', 'Bruce Timm']","['Sue Kroll', 'Margot Robbie', 'Bryan Unkeless']",2020,Action," R
",109.0,84500000.0,84158461.0,199158461.0,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,114658461.0,1051912.486238532,1.3569048639053254,2,0.1737267155830235
3,Cathy Yan,Chris Messina,"['Christina Hodson', 'Paul Dini', 'Bruce Timm']","['Sue Kroll', 'Margot Robbie', 'Bryan Unkeless']",2020,Action," R
",109.0,84500000.0,84158461.0,199158461.0,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,114658461.0,1051912.486238532,1.3569048639053254,2,0.1737267155830235
3,Cathy Yan,Ali Wong,"['Christina Hodson', 'Paul Dini', 'Bruce Timm']","['Sue Kroll', 'Margot Robbie', 'Bryan Unkeless']",2020,Action," R
",109.0,84500000.0,84158461.0,199158461.0,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,114658461.0,1051912.486238532,1.3569048639053254,2,0.1737267155830235
3,Cathy Yan,David Ury,"['Christina Hodson', 'Paul Dini', 'Bruce Timm']","['Sue Kroll', 'Margot Robbie', 'Bryan Unkeless']",2020,Action," R
",109.0,84500000.0,84158461.0,199158461.0,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,114658461.0,1051912.486238532,1.3569048639053254,2,0.1737267155830235
3,Cathy Yan,Sara Montez,"['Christina Hodson', 'Paul Dini', 'Bruce Timm']","['Sue Kroll', 'Margot Robbie', 'Bryan Unkeless']",2020,Action," R
",109.0,84500000.0,84158461.0,199158461.0,Birds of Prey: And the Fantabulous Emancipation of One Harley Quinn,114658461.0,1051912.486238532,1.3569048639053254,2,0.1737267155830235
4,Guy Ritchie,Matthew McConaughey,"['Guy Ritchie', 'Ivan Atkinson', 'Marn Davies']","['Ivan Atkinson', 'Bill Block', 'Guy Ritchie']",2020,Action," R
",113.0,22000000.0,36296853.0,117769345.0,The Gentlemen,95769345.0,847516.3274336283,4.353152045454546,2,1.3827408834629296
4,Guy Ritchie,Charlie Hunnam,"['Guy Ritchie', 'Ivan Atkinson', 'Marn Davies']","['Ivan Atkinson', 'Bill Block', 'Guy Ritchie']",2020,Action," R
",113.0,22000000.0,36296853.0,117769345.0,The Gentlemen,95769345.0,847516.3274336283,4.353152045454546,2,1.3827408834629296
4,Guy Ritchie,Michelle Dockery,"['Guy Ritchie', 'Ivan Atkinson', 'Marn Davies']","['Ivan Atkinson', 'Bill Block', 'Guy Ritchie']",2020,Action," R
",113.0,22000000.0,36296853.0,117769345.0,The Gentlemen,95769345.0,847516.3274336283,4.353152045454546,2,1.3827408834629296
4,Guy Ritchie,Jeremy Strong,"['Guy Ritchie', 'Ivan Atkinson', 'Marn Davies']","['Ivan Atkinson', 'Bill Block', 'Guy Ritchie']",2020,Action," R
",113.0,22000000.0,36296853.0,117769345.0,The Gentlemen,95769345.0,847516.3274336283,4.353152045454546,2,1.3827408834629296
4,Guy Ritchie,Lyne Renee,"['Guy Ritchie', 'Ivan Atkinson', 'Marn Davies']","['Ivan Atkinson', 'Bill Block', 'Guy Ritchie']",2020,Action," R
",113.0,22000000.0,36296853.0,117769345.0,The Gentlemen,95769345.0,847516.3274336283,4.353152045454546,2,1.3827408834629296
4,Guy Ritchie,Colin Farrell,"['Guy Ritchie', 'Ivan Atkinson', 'Marn Davies']","['Ivan Atkinson', 'Bill Block', 'Guy Ritchie']",2020,Action," R
",113.0,22000000.0,36296853.0,117769345.0,The Gentlemen,95769345.0,847516.3274336283,4.353152045454546,2,1.3827408834629296
4,Guy Ritchie,Henry Golding,"['Guy Ritchie', 'Ivan Atkinson', 'Marn Davies']","['Ivan Atkinson', 'Bill Block', 'Guy Ritchie']",2020,Action," R
",113.0,22000000.0,36296853.0,117769345.0,The Gentlemen,95769345.0,847516.3274336283,4.353152045454546,2,1.3827408834629296
4,Guy Ritchie,Tom Wu,"['Guy Ritchie', 'Ivan Atkinson', 'Marn Davies']","['Ivan Atkinson', 'Bill Block', 'Guy Ritchie']",2020,Action," R
",113.0,22000000.0,36296853.0,117769345.0,The Gentlemen,95769345.0,847516.3274336283,4.353152045454546,2,1.3827408834629296
4,Guy Ritchie,Chidi Ajufo,"['Guy Ritchie', 'Ivan Atkinson', 'Marn Davies']","['Ivan Atkinson', 'Bill Block', 'Guy Ritchie']",2020,Action," R
",113.0,22000000.0,36296853.0,117769345.0,The Gentlemen,95769345.0,847516.3274336283,4.353152045454546,2,1.3827408834629296
4,Guy Ritchie,Hugh Grant,"['Guy Ritchie', 'Ivan Atkinson', 'Marn Davies']","['Ivan Atkinson', 'Bill Block', 'Guy Ritchie']",2020,Action," R
",113.0,22000000.0,36296853.0,117769345.0,The Gentlemen,95769345.0,847516.3274336283,4.353152045454546,2,1.3827408834629296
5,Chris Sanders,Harrison Ford,"['Michael Green', 'Jack London']","['James Mangold', 'Erwin Stoff']",2020,Adventure," PG
",100.0,135000000.0,62342368.0,107604626.0,The Call of the Wild,-27395374.0,-273953.74,-0.20292869629629628,2,-0.45568092656058096
5,Chris Sanders,Omar Sy,"['Michael Green', 'Jack London']","['James Mangold', 'Erwin Stoff']",2020,Adventure," PG
",100.0,135000000.0,62342368.0,107604626.0,The Call of the Wild,-27395374.0,-273953.74,-0.20292869629629628,2,-0.45568092656058096
5,Chris Sanders,Cara Gee,"['Michael Green', 'Jack London']","['James Mangold', 'Erwin Stoff']",2020,Adventure," PG
",100.0,135000000.0,62342368.0,107604626.0,The Call of the Wild,-27395374.0,-273953.74,-0.20292869629629628,2,-0.45568092656058096
5,Chris Sanders,Dan Stevens,"['Michael Green', 'Jack London']","['James Mangold', 'Erwin Stoff']",2020,Adventure," PG
",100.0,135000000.0,62342368.0,107604626.0,The Call of the Wild,-27395374.0,-273953.74,-0.20292869629629628,2,-0.45568092656058096
5,Chris Sanders,Bradley Whitford,"['Michael Green', 'Jack London']","['James Mangold', 'Erwin Stoff']",2020,Adventure," PG
",100.0,135000000.0,62342368.0,107604626.0,The Call of the Wild,-27395374.0,-273953.74,-0.20292869629629628,2,-0.45568092656058096
5,Chris Sanders,Jean Louisa Kelly,"['Michael Green', 'Jack London']","['James Mangold', 'Erwin Stoff']",2020,Adventure," PG
",100.0,135000000.0,62342368.0,107604626.0,The Call of the Wild,-27395374.0,-273953.74,-0.20292869629629628,2,-0.45568092656058096
5,Chris Sanders,Michael Horse,"['Michael Green', 'Jack London']","['James Mangold', 'Erwin Stoff']",2020,Adventure," PG
",100.0,135000000.0,62342368.0,107604626.0,The Call of the Wild,-27395374.0,-273953.74,-0.20292869629629628,2,-0.45568092656058096
5,Chris Sanders,Karen Gillan,"['Michael Green', 'Jack London']","['James Mangold', 'Erwin Stoff']",2020,Adventure," PG
",100.0,135000000.0,62342368.0,107604626.0,The Call of the Wild,-27395374.0,-273953.74,-0.20292869629629628,2,-0.45568092656058096
5,Chris Sanders,Colin Woodell,"['Michael Green', 'Jack London']","['James Mangold', 'Erwin Stoff']",2020,Adventure," PG
",100.0,135000000.0,62342368.0,107604626.0,The Call of the Wild,-27395374.0,-273953.74,-0.20292869629629628,2,-0.45568092656058096
5,Chris Sanders,Micah Fitzgerald,"['Michael Green', 'Jack London']","['James Mangold', 'Erwin Stoff']",2020,Adventure," PG
",100.0,135000000.0,62342368.0,107604626.0,The Call of the Wild,-27395374.0,-273953.74,-0.20292869629629628,2,-0.45568092656058096
6,Nicolas Pesce,Tara Westwood,"['Nicolas Pesce', 'Jeff Buhler', 'Takashi Shimizu']","['Takashige Ichise', 'Sam Raimi', 'Rob Tapert']",2020,Horror," R
",94.0,10000000.0,21221803.0,49511319.0,The Grudge,39511319.0,420333.1808510638,3.9511319,2,1.2205219401725522
6,Nicolas Pesce,Junko Bailey,"['Nicolas Pesce', 'Jeff Buhler', 'Takashi Shimizu']","['Takashige Ichise', 'Sam Raimi', 'Rob Tapert']",2020,Horror," R
",94.0,10000000.0,21221803.0,49511319.0,The Grudge,39511319.0,420333.1808510638,3.9511319,2,1.2205219401725522
6,Nicolas Pesce,David Lawrence Brown,"['Nicolas Pesce', 'Jeff Buhler', 'Takashi Shimizu']","['Takashige Ichise', 'Sam Raimi', 'Rob Tapert']",2020,Horror," R
",94.0,10000000.0,21221803.0,49511319.0,The Grudge,39511319.0,420333.1808510638,3.9511319,2,1.2205219401725522
6,Nicolas Pesce,Zoe Fish,"['Nicolas Pesce', 'Jeff Buhler', 'Takashi Shimizu']","['Takashige Ichise', 'Sam Raimi', 'Rob Tapert']",2020,Horror," R
",94.0,10000000.0,21221803.0,49511319.0,The Grudge,39511319.0,420333.1808510638,3.9511319,2,1.2205219401725522
6,Nicolas Pesce,Andrea Riseborough,"['Nicolas Pesce', 'Jeff Buhler', 'Takashi Shimizu']","['Takashige Ichise', 'Sam Raimi', 'Rob Tapert']",2020,Horror," R
",94.0,10000000.0,21221803.0,49511319.0,The Grudge,39511319.0,420333.1808510638,3.9511319,2,1.2205219401725522
6,Nicolas Pesce,John J. Hansen,"['Nicolas Pesce', 'Jeff Buhler', 'Takashi Shimizu']","['Takashige Ichise', 'Sam Raimi', 'Rob Tapert']",2020,Horror," R
",94.0,10000000.0,21221803.0,49511319.0,The Grudge,39511319.0,420333.1808510638,3.9511319,2,1.2205219401725522
6,Nicolas Pesce,Demián Bichir,"['Nicolas Pesce', 'Jeff Buhler', 'Takashi Shimizu']","['Takashige Ichise', 'Sam Raimi', 'Rob Tapert']",2020,Horror," R
",94.0,10000000.0,21221803.0,49511319.0,The Grudge,39511319.0,420333.1808510638,3.9511319,2,1.2205219401725522
6,Nicolas Pesce,Joel Marsh Garland,"['Nicolas Pesce', 'Jeff Buhler', 'Takashi Shimizu']","['Takashige Ichise', 'Sam Raimi', 'Rob Tapert']",2020,Horror," R
",94.0,10000000.0,21221803.0,49511319.0,The Grudge,39511319.0,420333.1808510638,3.9511319,2,1.2205219401725522
6,Nicolas Pesce,Bradley Sawatzky,"['Nicolas Pesce', 'Jeff Buhler', 'Takashi Shimizu']","['Takashige Ichise', 'Sam Raimi', 'Rob Tapert']",2020,Horror," R
",94.0,10000000.0,21221803.0,49511319.0,The Grudge,39511319.0,420333.1808510638,3.9511319,2,1.2205219401725522
6,Nicolas Pesce,Duke,"['Nicolas Pesce', 'Jeff Buhler', 'Takashi Shimizu']","['Takashige Ichise', 'Sam Raimi', 'Rob Tapert']",2020,Horror," R
",94.0,10000000.0,21221803.0,49511319.0,The Grudge,39511319.0,420333.1808510638,3.9511319,2,1.2205219401725522
7,Jeff Wadlow,Michael Peña,"['Jillian Jacobs', 'Christopher Roach', 'Jeff Wadlow']","['Jason Blum', 'Marc Toberoff', 'Jeff Wadlow']",2020,Adventure," PG-13
",109.0,7000000.0,26441782.0,48564678.0,Fantasy Island,41564678.0,381327.3211009174,5.937811142857143,2,2.0221658654261714
7,Jeff Wadlow,Maggie Q,"['Jillian Jacobs', 'Christopher Roach', 'Jeff Wadlow']","['Jason Blum', 'Marc Toberoff', 'Jeff Wadlow']",2020,Adventure," PG-13
",109.0,7000000.0,26441782.0,48564678.0,Fantasy Island,41564678.0,381327.3211009174,5.937811142857143,2,2.0221658654261714
7,Jeff Wadlow,Lucy Hale,"['Jillian Jacobs', 'Christopher Roach', 'Jeff Wadlow']","['Jason Blum', 'Marc Toberoff', 'Jeff Wadlow']",2020,Adventure," PG-13
",109.0,7000000.0,26441782.0,48564678.0,Fantasy Island,41564678.0,381327.3211009174,5.937811142857143,2,2.0221658654261714
7,Jeff Wadlow,Austin Stowell,"['Jillian Jacobs', 'Christopher Roach', 'Jeff Wadlow']","['Jason Blum', 'Marc Toberoff', 'Jeff Wadlow']",2020,Adventure," PG-13
",109.0,7000000.0,26441782.0,48564678.0,Fantasy Island,41564678.0,381327.3211009174,5.937811142857143,2,2.0221658654261714
7,Jeff Wadlow,Jimmy O. Yang,"['Jillian Jacobs', 'Christopher Roach', 'Jeff Wadlow']","['Jason Blum', 'Marc Toberoff', 'Jeff Wadlow']",2020,Adventure," PG-13
",109.0,7000000.0,26441782.0,48564678.0,Fantasy Island,41564678.0,381327.3211009174,5.937811142857143,2,2.0221658654261714
7,Jeff Wadlow,Portia Doubleday,"['Jillian Jacobs', 'Christopher Roach', 'Jeff Wadlow']","['Jason Blum', 'Marc Toberoff', 'Jeff Wadlow']",2020,Adventure," PG-13
",109.0,7000000.0,26441782.0,48564678.0,Fantasy Island,41564678.0,381327.3211009174,5.937811142857143,2,2.0221658654261714
7,Jeff Wadlow,Ryan Hansen,"['Jillian Jacobs', 'Christopher Roach', 'Jeff Wadlow']","['Jason Blum', 'Marc Toberoff', 'Jeff Wadlow']",2020,Adventure," PG-13
",109.0,7000000.0,26441782.0,48564678.0,Fantasy Island,41564678.0,381327.3211009174,5.937811142857143,2,2.0221658654261714
7,Jeff Wadlow,Michael Rooker,"['Jillian Jacobs', 'Christopher Roach', 'Jeff Wadlow']","['Jason Blum', 'Marc Toberoff', 'Jeff Wadlow']",2020,Adventure," PG-13
",109.0,7000000.0,26441782.0,48564678.0,Fantasy Island,41564678.0,381327.3211009174,5.937811142857143,2,2.0221658654261714
7,Jeff Wadlow,Parisa Fitz-Henley,"['Jillian Jacobs', 'Christopher Roach', 'Jeff Wadlow']","['Jason Blum', 'Marc Toberoff', 'Jeff Wadlow']",2020,Adventure," PG-13
",109.0,7000000.0,26441782.0,48564678.0,Fantasy Island,41564678.0,381327.3211009174,5.937811142857143,2,2.0221658654261714
7,Jeff Wadlow,Mike Vogel,"['Jillian Jacobs', 'Christopher Roach', 'Jeff Wadlow']","['Jason Blum', 'Marc Toberoff', 'Jeff Wadlow']",2020,Adventure," PG-13
",109.0,7000000.0,26441782.0,48564678.0,Fantasy Island,41564678.0,381327.3211009174,5.937811142857143,2,2.0221658654261714
8,William Eubank,Kristen Stewart,"['Brian Duffield', 'Adam Cozad']","['Peter Chernin', 'Tonia Davis', 'Jenno Topping']",2020,Action," PG-13
",95.0,80000000.0,17291078.0,40882928.0,Underwater,-39117072.0,-411758.65263157897,-0.4889634,2,-0.5710986435675942
8,William Eubank,Vincent Cassel,"['Brian Duffield', 'Adam Cozad']","['Peter Chernin', 'Tonia Davis', 'Jenno Topping']",2020,Action," PG-13
",95.0,80000000.0,17291078.0,40882928.0,Underwater,-39117072.0,-411758.65263157897,-0.4889634,2,-0.5710986435675942
8,William Eubank,T.J. Miller,"['Brian Duffield', 'Adam Cozad']","['Peter Chernin', 'Tonia Davis', 'Jenno Topping']",2020,Action," PG-13
",95.0,80000000.0,17291078.0,40882928.0,Underwater,-39117072.0,-411758.65263157897,-0.4889634,2,-0.5710986435675942
8,William Eubank,Jessica Henwick,"['Brian Duffield', 'Adam Cozad']","['Peter Chernin', 'Tonia Davis', 'Jenno Topping']",2020,Action," PG-13
",95.0,80000000.0,17291078.0,40882928.0,Underwater,-39117072.0,-411758.65263157897,-0.4889634,2,-0.5710986435675942
8,William Eubank,John Gallagher Jr.,"['Brian Duffield', 'Adam Cozad']","['Peter Chernin', 'Tonia Davis', 'Jenno Topping']",2020,Action," PG-13
",95.0,80000000.0,17291078.0,40882928.0,Underwater,-39117072.0,-411758.65263157897,-0.4889634,2,-0.5710986435675942
8,William Eubank,Mamoudou Athie,"['Brian Duffield', 'Adam Cozad']","['Peter Chernin', 'Tonia Davis', 'Jenno Topping']",2020,Action," PG-13
",95.0,80000000.0,17291078.0,40882928.0,Underwater,-39117072.0,-411758.65263157897,-0.4889634,2,-0.5710986435675942
8,William Eubank,Fiona Rene,"['Brian Duffield', 'Adam Cozad']","['Peter Chernin', 'Tonia Davis', 'Jenno Topping']",2020,Action," PG-13
",95.0,80000000.0,17291078.0,40882928.0,Underwater,-39117072.0,-411758.65263157897,-0.4889634,2,-0.5710986435675942
